categories,description,hauteur,largeur,longueur,name,poids,prix,sku,stock,tags,url
dragon,"By evolving into Salamence, this Pokémon finally realizes its long-held dream of growing wings. To express its joy, it flies and wheels all over the sky while spouting flames from its mouth.",4,4,4,Salamence,226.2,62.0,7686,242,dragon,https://scrapeme.live/shop/Salamence/
endurance,"Covering Shelgon’s body are outgrowths much like bones. The shell is very hard and bounces off enemy attacks. When awaiting evolution, this Pokémon hides away in a cavern.",3,3,3,Shelgon,243.6,56.0,1384,76,endurance,https://scrapeme.live/shop/Shelgon/
pokemon,"Bagon harbors a never-ending dream of one day soaring high among the clouds. As if trying to dispel its frustration over its inability to fly, this Pokémon slams its hard head against huge rocks and shatters them into pebbles.",2,2,2,Bagon,92.8,34.0,3372,232,bagon,https://scrapeme.live/shop/Bagon/
pokemon,Luvdisc’s heart-shaped body is a symbol of love and romance. It is said that any couple meeting this Pokémon is promised a loving relationship that never ends.,2,2,2,Luvdisc,19.2,44.0,4868,190,luvdisc,https://scrapeme.live/shop/Luvdisc/
longevity,Relicanth is a rare species that was discovered in deep-sea explorations. This Pokémon’s body withstands the enormous water pressure of the ocean depths. Its body is covered in tough scales that are like craggy rocks.,3,3,3,Relicanth,51.6,157.0,7988,14,longevity,https://scrapeme.live/shop/Relicanth/
pokemon,"Although Gorebyss is the very picture of elegance and beauty while swimming, it is also cruel. When it spots prey, this Pokémon inserts its thin mouth into the prey’s body and drains the prey of its body fluids.",5,5,5,Gorebyss,49.8,150.0,9428,165,gorebyss,https://scrapeme.live/shop/Gorebyss/
deep sea,"Huntail’s tail is shaped like a fish. It uses the tail to attract prey, then swallows the prey whole with its large, gaping mouth. This Pokémon swims by wiggling its slender body like a snake.",5,5,5,Huntail,59.5,52.0,2805,54,deep sea,https://scrapeme.live/shop/Huntail/
iron leg,"Metagross is the result of two Metang achieving fusion. When hunting, this Pokémon pins the prey to the ground under its massive body. It then eats the helpless victim using the large mouth on its stomach.",5,5,5,Metagross,1212.5,170.0,8825,177,clear body,https://scrapeme.live/shop/Metagross/
bivalve,"Clamperl grows while being protected by its rock-hard shell. When its body becomes too large to fit inside the shell, it is sure evidence that this Pokémon is getting close to evolution.",1,1,1,Clamperl,115.7,48.0,2967,139,bivalve,https://scrapeme.live/shop/Clamperl/
ice break,"Walrein swims all over in frigid seawater while crushing icebergs with its grand, imposing tusks. Its thick layer of blubber makes enemy attacks bounce off harmlessly.",4,4,4,Walrein,332.0,27.0,1600,226,ice break,https://scrapeme.live/shop/Walrein/
ball roll,"Sealeo often balances and rolls things on the tip of its nose. While the Pokémon is rolling something, it checks the object’s aroma and texture to determine whether it likes the object or not.",3,3,3,Sealeo,193.1,160.0,4231,171,ball roll,https://scrapeme.live/shop/Sealeo/
clap,"Spheal always travels by rolling around on its ball-like body. When the season for ice floes arrives, this Pokémon can be seen rolling about on ice and crossing the sea.",2,2,2,Spheal,87.1,193.0,7748,170,clap,https://scrapeme.live/shop/Spheal/
face,"Glalie has the ability to freely control ice. For example, it can instantly freeze its prey solid. After immobilizing its prey in ice, this Pokémon enjoys eating it in leisurely fashion.",4,4,4,Glalie,565.5,178.0,8582,14,face,https://scrapeme.live/shop/Glalie/
pokemon,Snorunt survives by eating only snow and ice. Old folklore claims that a house visited by this Pokémon is sure to prosper for many generations to come.,2,2,2,Snorunt,37.0,82.0,1099,80,inner focus,https://scrapeme.live/shop/Snorunt/
pokemon,Jirachi will awaken from its sleep of a thousand years if you sing to it in a voice of purity. It is said to make true any wish that people desire.,1,1,1,Jirachi,2.4,111.0,7952,294,jirachi,https://scrapeme.live/shop/Jirachi/
pokemon,"It flies forever through the ozone layer, consuming meteoroids for sustenance. The many meteoroids in its body provide the energy it needs to Mega Evolve.",,,,Rayquaza,455.2,97.0,5410,31,air lock,https://scrapeme.live/shop/Rayquaza/
continent,"Through Primal Reversion and with nature’s full power, it will take back its true form. It can cause magma to erupt and expand the landmass of the world.",,,,Groudon,2094.4,124.0,6626,138,continent,https://scrapeme.live/shop/Groudon/
eon,Latios will only open its heart to a Trainer with a compassionate spirit. This Pokémon can fly faster than a jet plane by folding its forelegs to minimize air resistance.,6,6,6,Latios,132.3,166.0,7850,197,eon,https://scrapeme.live/shop/Latios/
pokemon,"Kyogre is said to be the personification of the sea itself. Legends tell of its many clashes against Groudon, as each sought to gain the power of nature.",,,,Kyogre,776.0,27.0,5206,136,drizzle,https://scrapeme.live/shop/Kyogre/
eon,Latias is highly intelligent and capable of understanding human speech. It is covered with a glass-like down. The Pokémon enfolds its body with its down and refracts light to alter its appearance.,4,4,4,Latias,88.2,126.0,5077,245,eon,https://scrapeme.live/shop/Latias/
iron,Registeel was imprisoned by people in ancient times. The metal composing its body is thought to be a curious substance that is not of this earth.,6,6,6,Registeel,451.9,196.0,6723,67,clear body,https://scrapeme.live/shop/Registeel/
iceberg,"Regice cloaks itself with frigid air of -328 degrees Fahrenheit. Things will freeze solid just by going near this Pokémon. Its icy body is so cold, it will not melt even if it is immersed in magma.",5,5,5,Regice,385.8,165.0,2261,107,clear body,https://scrapeme.live/shop/Regice/
pokemon,"Regirock’s body is composed entirely of rocks. Recently, a study made the startling discovery that the rocks were all unearthed from different locations.",5,5,5,Regirock,507.1,66.0,5687,65,clear body,https://scrapeme.live/shop/Regirock/
penguin,It lives a solitary life. Its wings deliver wicked blows that can snap even the thickest of trees.,2,2,2,Prinplup,50.7,177.0,5785,52,penguin,https://scrapeme.live/shop/Prinplup/
flame,It tosses its enemies around with agility. It uses all its limbs to fight in its own unique style.,3,3,3,Infernape,121.3,165.0,3225,82,blaze,https://scrapeme.live/shop/Infernape/
playful,It uses ceilings and walls to launch aerial attacks. Its fiery tail is but one weapon.,2,2,2,Monferno,48.5,68.0,8413,299,blaze,https://scrapeme.live/shop/Monferno/
chimp,The gas made in its belly burns from its rear end. The fire burns weakly when it feels sick.,1,1,1,Chimchar,13.7,143.0,5021,242,blaze,https://scrapeme.live/shop/Chimchar/
continent,Small Pokémon occasionally gather on its unmoving back to begin building their nests.,7,7,7,Torterra,683.4,87.0,8373,146,continent,https://scrapeme.live/shop/Torterra/
grove,It knows where pure water wells up. It carries fellow Pokémon there on its back.,3,3,3,Grotle,213.8,154.0,7359,187,grotle,https://scrapeme.live/shop/Grotle/
pokemon,"It undertakes photosynthesis with its body, making oxygen. The leaf on its head wilts if it is thirsty.",1,1,1,Turtwig,22.5,101.0,8788,254,overgrow,https://scrapeme.live/shop/Turtwig/
pokemon,"They flock around mountains and fields, chasing after bug Pokémon. Their singing is noisy and annoying.",1,1,1,Starly,4.4,59.0,3055,110,keen eye,https://scrapeme.live/shop/Starly/
emperor,The three horns that extend from its beak attest to its power. The leader has the biggest horns.,5,5,5,Empoleon,186.3,42.0,2449,232,emperor,https://scrapeme.live/shop/Empoleon/
head butt,Its skull is as hard as iron. It is a brute that tears down jungle trees while catching prey.,5,5,5,Rampardos,226.0,196.0,3536,91,head butt,https://scrapeme.live/shop/Rampardos/
head butt,"A lifelong jungle dweller from 100 million years ago, it would snap obstructing trees with headbutts.",2,2,2,Cranidos,69.4,47.0,8627,98,cranidos,https://scrapeme.live/shop/Cranidos/
bouquet,"With the movements of a dancer, it strikes with whips that are densely lined with poison thorns.",2,2,2,Roserade,32.0,155.0,7696,116,bouquet,https://scrapeme.live/shop/Roserade/
bud,"Over the winter, it closes its bud and endures the cold. In spring, the bud opens and releases pollen.",,,,Budew,2.6,171.0,3438,62,bud,https://scrapeme.live/shop/Budew/
gleam eyes,Luxray’s ability to see through objects comes in handy when it’s scouting for danger.,4,4,4,Luxray,92.6,43.0,4317,227,gleam eyes,https://scrapeme.live/shop/Luxray/
pokemon,Strong electricity courses through the tips of its sharp claws. A light scratch causes fainting in foes.,2,2,2,Luxio,67.2,168.0,9734,222,intimidate,https://scrapeme.live/shop/Luxio/
flash,All of its fur dazzles if danger is sensed. It flees while the foe is momentarily blinded.,1,1,1,Shinx,20.9,149.0,1507,295,flash,https://scrapeme.live/shop/Shinx/
pokemon,It was generated from a fossil dug out of a layer of clay that was older than anyone knows. It has a sturdy face.,1,1,1,Shieldon,125.7,42.0,9942,284,shield,https://scrapeme.live/shop/Shieldon/
cricket,It signals its emotions with its melodies. Scientists are studying these melodic patterns.,3,3,3,Kricketune,56.2,53.0,8726,186,cricket,https://scrapeme.live/shop/Kricketune/
cricket,"When its antennae hit each other, it sounds like the music of a xylophone.",1,1,1,Kricketot,4.9,94.0,9812,137,cricket,https://scrapeme.live/shop/Kricketot/
beaver,It makes its nest by damming streams with bark and mud. It is known as an industrious worker.,3,3,3,Bibarel,69.4,114.0,6844,156,beaver,https://scrapeme.live/shop/Bibarel/
plump mouse,It constantly gnaws on logs and rocks to whittle down its front teeth. It nests alongside water.,1,1,1,Bidoof,44.1,128.0,1171,264,bidoof,https://scrapeme.live/shop/Bidoof/
pokemon,"When Staravia evolve into Staraptor, they leave the flock to live alone. They have sturdy wings.",3,3,3,Staraptor,54.9,42.0,9866,131,intimidate,https://scrapeme.live/shop/Staraptor/
pokemon,It lives in forests and fields. Squabbles over territory occur when flocks collide.,2,2,2,Staravia,34.2,158.0,1799,263,intimidate,https://scrapeme.live/shop/Staravia/
elesquirrel,A pair may be seen rubbing their cheek pouches together in an effort to share stored electricity.,1,1,1,Pachirisu,8.6,151.0,2264,86,elesquirrel,https://scrapeme.live/shop/Pachirisu/
beehive,Its abdomen is a honeycomb for grubs. It raises its grubs on honey collected by Combee.,3,3,3,Vespiquen,84.9,104.0,1078,123,beehive,https://scrapeme.live/shop/Vespiquen/
pokemon,"It collects and delivers honey to its colony. At night, they cluster to form a beehive and sleep.",1,1,1,Combee,12.1,111.0,7856,254,combee,https://scrapeme.live/shop/Combee/
bagworm,"If its cloak is broken in battle, it quickly remakes the cloak with materials nearby.",,,,Burmy,7.5,91.0,6129,266,bagworm,https://scrapeme.live/shop/Burmy/
moth,It flutters around at night and steals honey from the Combee hive.,2,2,2,Mothim,51.4,177.0,2443,151,moth,https://scrapeme.live/shop/Mothim/
pokemon,Any frontal attack is repulsed. It is a docile Pokémon that feeds on grass and berries.,4,4,4,Bastiodon,329.6,191.0,6537,14,bastiodon,https://scrapeme.live/shop/Bastiodon/
pokemon,"When it senses danger, it perks up its ears. On cold nights, it sleeps with its head tucked into its fur.",1,1,1,Buneary,12.1,180.0,6054,204,buneary,https://scrapeme.live/shop/Buneary/
blimp,"It’s drowsy in daytime, but flies off in the evening in big groups. No one knows where they go.",3,3,3,Drifblim,33.1,36.0,9301,233,aftermath,https://scrapeme.live/shop/Drifblim/
balloon,These Pokémon are called the “Signpost for Wandering Spirits.” Children holding them sometimes vanish.,1,1,1,Drifloon,2.6,70.0,6748,84,aftermath,https://scrapeme.live/shop/Drifloon/
long tail,"To eat, it deftly shucks nuts with its two tails. It rarely uses its arms now.",3,3,3,Ambipom,44.8,36.0,9199,247,ambipom,https://scrapeme.live/shop/Ambipom/
pokemon,It apparently had a huge shell for protection in ancient times. It lives in shallow tidal pools.,2,2,2,Gastrodon,65.9,148.0,8490,119,gastrodon,https://scrapeme.live/shop/Gastrodon/
pokemon,"Its shape and coloration vary, depending on its habitat.",1,1,1,Shellos,13.9,163.0,4538,149,sea slug,https://scrapeme.live/shop/Shellos/
blossom,"If it senses strong sunlight, it opens its folded petals to absorb the sun’s rays with its whole body.",1,1,1,Cherrim,20.5,161.0,2914,143,blossom,https://scrapeme.live/shop/Cherrim/
cherry,It evolves by sucking the energy out of the small ball where it had been storing nutrients.,1,1,1,Cherubi,7.3,101.0,5681,127,cherry,https://scrapeme.live/shop/Cherubi/
pokemon,Its flotation sac developed as a result of pursuing aquatic prey. It can double as a rubber raft.,3,3,3,Floatzel,73.9,40.0,4591,116,floatzel,https://scrapeme.live/shop/Floatzel/
pokemon,It inflates the flotation sac around its neck and pokes its head out of the water to see what is going on.,2,2,2,Buizel,65.0,55.0,9044,62,buizel,https://scrapeme.live/shop/Buizel/
land shark,"It nests in small, horizontal holes in cave walls. It pounces to catch prey that stray too close.",2,2,2,Gible,45.2,194.0,6182,178,gible,https://scrapeme.live/shop/Gible/
forbidden,It was bound to a fissure in an odd keystone as punishment for misdeeds 500 years ago.,3,3,3,Spiritomb,238.1,165.0,7680,51,forbidden,https://scrapeme.live/shop/Spiritomb/
music note,"It can learn and speak human words. If they gather, they all learn the same saying.",1,1,1,Chatot,4.2,78.0,1336,261,chatot,https://scrapeme.live/shop/Chatot/
playhouse,"It carefully carries a round, white rock that it thinks is an egg. It’s bothered by how curly its hair looks.",2,2,2,Happiny,53.8,67.0,4766,270,happiny,https://scrapeme.live/shop/Happiny/
mime,"It habitually mimics foes. Once mimicked, the foe cannot take its eyes off this Pokémon.",2,2,2,Mime-jr,28.7,170.0,3409,188,mime,https://scrapeme.live/shop/Mime-jr/
bonsai,It prefers an arid atmosphere. It leaks water that looks like tears when adjusting its moisture level.,1,1,1,Bonsly,33.1,106.0,2897,273,bonsai,https://scrapeme.live/shop/Bonsly/
bronze bell,Ancient people believed that petitioning Bronzong for rain was the way to make crops grow.,4,4,4,Bronzong,412.3,110.0,3873,191,bronze bell,https://scrapeme.live/shop/Bronzong/
mach,It flies at speeds equal to a jet fighter plane. It never allows its prey to escape.,6,6,6,Garchomp,209.4,62.0,8222,65,garchomp,https://scrapeme.live/shop/Garchomp/
cave,"As it digs to expand its nest, it habitually digs up gems that it then hoards in its nest.",4,4,4,Gabite,123.5,154.0,4593,128,cave,https://scrapeme.live/shop/Gabite/
pokemon,It sprays a stinky fluid from its tail. The fluid smells worse the longer it is allowed to fester.,3,3,3,Skuntank,83.8,112.0,6511,56,skunk,https://scrapeme.live/shop/Skuntank/
pokemon,It protects itself by spraying a noxious fluid from its rear. The stench lingers for 24 hours.,1,1,1,Stunky,42.3,106.0,7336,12,skunk,https://scrapeme.live/shop/Stunky/
pokemon,"To make itself appear intimidatingly beefy, it tightly cinches its waist with its twin tails.",3,3,3,Purugly,96.6,128.0,6724,158,own tempo,https://scrapeme.live/shop/Purugly/
catty,"When it’s happy, Glameow demonstrates beautiful movements of its tail, like a dancing ribbon.",1,1,1,Glameow,8.6,39.0,5014,96,catty,https://scrapeme.live/shop/Glameow/
big boss,"Becoming active at night, it is known to swarm with numerous Murkrow in tow.",2,2,2,Honchkrow,60.2,47.0,7873,56,big boss,https://scrapeme.live/shop/Honchkrow/
magical,Its cries sound like incantations to torment the foe. It appears where you least expect it.,2,2,2,Mismagius,9.7,38.0,7198,215,levitate,https://scrapeme.live/shop/Mismagius/
pokemon,"The ears appear to be delicate. If they are touched roughly, it kicks with its graceful legs.",3,3,3,Lopunny,73.4,123.0,1079,85,cute charm,https://scrapeme.live/shop/Lopunny/
frost tree,"In the spring, it grows berries with the texture of frozen treats around its belly.",3,3,3,Snover,111.3,104.0,3404,143,frost tree,https://scrapeme.live/shop/Snover/
kite,"When it swims close to the surface of the ocean, people aboard ships are able to observe the pattern on its back.",3,3,3,Mantyke,143.3,121.0,5241,117,kite,https://scrapeme.live/shop/Mantyke/
neon,"To avoid detection by predators, it crawls along the seafloor using the two fins on its chest.",3,3,3,Lumineon,52.9,72.0,6600,76,lumineon,https://scrapeme.live/shop/Lumineon/
pokemon,"After long exposure to sunlight, the patterns on its tail fins shine vividly when darkness arrives.",1,1,1,Finneon,15.4,172.0,1938,66,finneon,https://scrapeme.live/shop/Finneon/
bug catcher,It binds itself to trees in marshes. It attracts prey with its sweet-smelling drool and gulps them down.,4,4,4,Carnivine,59.5,60.0,3611,245,bug catcher,https://scrapeme.live/shop/Carnivine/
pokemon,Its knuckle claws secrete a toxin so vile that even a scratch could prove fatal.,4,4,4,Toxicroak,97.9,145.0,4991,108,dry skin,https://scrapeme.live/shop/Toxicroak/
pokemon,"Inflating its poison sacs, it fills the area with an odd sound and hits flinching opponents with a poison jab.",2,2,2,Croagunk,50.7,145.0,7116,207,croagunk,https://scrapeme.live/shop/Croagunk/
ogre scorpion,It has the power in its clawed arms to make scrap of a car. The tips of its claws release poison.,4,4,4,Drapion,135.6,72.0,6958,273,drapion,https://scrapeme.live/shop/Drapion/
magnet area,It evolved from exposure to a special magnetic field. Three units generate magnetism.,3,3,3,Magnezone,396.8,190.0,1538,108,magnet area,https://scrapeme.live/shop/Magnezone/
frost tree,It lives a quiet life on mountains that are perpetually covered in snow. It hides itself by whipping up blizzards.,7,7,7,Abomasnow,298.7,46.0,1468,61,abomasnow,https://scrapeme.live/shop/Abomasnow/
pokemon,It burrows under the sand to lie in wait for prey. Its tail claws can inject its prey with a savage poison.,2,2,2,Skorupi,26.5,51.0,8128,42,scorpion,https://scrapeme.live/shop/Skorupi/
heavyweight,It blasts internally stored sand from ports on its body to create a towering twister for attack.,6,6,6,Hippowdon,661.4,140.0,4356,273,heavyweight,https://scrapeme.live/shop/Hippowdon/
hippo,It enshrouds itself with sand to protect itself from germs. It does not enjoy getting wet.,2,2,2,Hippopotas,109.1,189.0,2949,231,hippo,https://scrapeme.live/shop/Hippopotas/
aura,"By reading the auras of all things, it can tell how others are feeling from over half a mile away.",3,3,3,Lucario,119.0,102.0,1059,24,aura,https://scrapeme.live/shop/Lucario/
emanation,The aura that emanates from its body intensifies to alert others if it is afraid or sad.,2,2,2,Riolu,44.5,70.0,6986,86,emanation,https://scrapeme.live/shop/Riolu/
big eater,It conceals food under the long fur on its body. It carts around this food stash and swallows it without chewing.,2,2,2,Munchlax,231.5,190.0,3240,239,big eater,https://scrapeme.live/shop/Munchlax/
licking,Their saliva contains lots of components that can dissolve anything. The numbness caused by their lick does not dissipate.,5,5,5,Lickilicky,308.6,101.0,5442,125,lickilicky,https://scrapeme.live/shop/Lickilicky/
fresh snow,It lowers its body heat to freeze its fur. The hairs then become like needles it can fire.,2,2,2,Glaceon,57.1,142.0,1234,27,fresh snow,https://scrapeme.live/shop/Glaceon/
pokemon,"Just like a plant, it uses photosynthesis. As a result, it is always enveloped in clear air.",3,3,3,Leafeon,56.2,93.0,2585,295,leaf guard,https://scrapeme.live/shop/Leafeon/
ogre darner,This six-legged Pokémon is easily capable of transporting an adult in flight. The wings on its tail help it stay balanced.,6,6,6,Yanmega,113.5,121.0,6798,35,ogre darner,https://scrapeme.live/shop/Yanmega/
jubilee,It shares many blessings with people who respect one another’s rights and avoid needless strife.,4,4,4,Togekiss,83.8,158.0,7955,208,jubilee,https://scrapeme.live/shop/Togekiss/
pokemon,"It pushes the tips of its two tails against the foe, then lets loose with over 20,000 volts of power.",5,5,5,Electivire,305.6,61.0,5656,155,electivire,https://scrapeme.live/shop/Electivire/
blast,"It blasts fireballs of over 3,600 degrees Fahrenheit out of its arms. Its breath also sears and sizzles.",5,5,5,Magmortar,149.9,200.0,4979,149,blast,https://scrapeme.live/shop/Magmortar/
pokemon,"Its vines grow so profusely that, in the warm season, you can’t even see its eyes.",6,6,6,Tangrowth,283.5,108.0,8824,136,chlorophyll,https://scrapeme.live/shop/Tangrowth/
plasma,Its body is composed of plasma. It is known to infiltrate electronic devices and wreak havoc.,1,1,1,Rotom,0.7,42.0,3751,208,levitate,https://scrapeme.live/shop/Rotom/
pokemon,Legends in snowy regions say that a woman who was lost on an icy mountain was reborn as Froslass.,4,4,4,Froslass,58.6,86.0,1920,67,froslass,https://scrapeme.live/shop/Froslass/
gripper,The antenna on its head captures radio waves from the world of spirits that command it to take people there.,7,7,7,Dusknoir,235.0,158.0,1866,171,dusknoir,https://scrapeme.live/shop/Dusknoir/
compass,It freely controls three small units called Mini-Noses using magnetic force.,4,4,4,Probopass,749.6,181.0,9871,141,compass,https://scrapeme.live/shop/Probopass/
blade,"A master of courtesy and swordsmanship, it fights using extending swords on its elbows.",5,5,5,Gallade,114.6,149.0,8023,271,blade,https://scrapeme.live/shop/Gallade/
pokemon,Its impressive tusks are made of ice. The population thinned when it turned warm after the ice age.,8,8,8,Mamoswine,641.5,104.0,6994,284,mamoswine,https://scrapeme.live/shop/Mamoswine/
fang scorpion,Its flight is soundless. It uses its lengthy tail to carry off its prey… Then its elongated fangs do the rest.,6,6,6,Gliscor,93.7,28.0,4537,60,fang scorpion,https://scrapeme.live/shop/Gliscor/
drill,It puts rocks in holes in its palms and uses its muscles to shoot them. Geodude are shot at rare times.,7,7,7,Rhyperior,623.5,79.0,1070,161,drill,https://scrapeme.live/shop/Rhyperior/
emotion,It sleeps at the bottom of a lake. Its spirit is said to leave its body to fly on the lake’s surface.,1,1,1,Mesprit,0.7,25.0,3231,152,emotion,https://scrapeme.live/shop/Mesprit/
knowledge,It is said that its emergence gave humans the intelligence to improve their quality of life.,1,1,1,Uxie,0.7,200.0,9949,138,knowledge,https://scrapeme.live/shop/Uxie/
pokemon,It starts its life with a wondrous power that permits it to bond with any kind of Pokémon.,1,1,1,Manaphy,3.1,74.0,6259,186,hydration,https://scrapeme.live/shop/Manaphy/
pokemon,"It drifts in warm seas. It always returns to where it was born, no matter how far it may have drifted.",1,1,1,Phione,6.8,155.0,9776,245,hydration,https://scrapeme.live/shop/Phione/
lunar,Those who sleep holding Cresselia’s feather are assured of joyful dreams. It is said to represent the crescent moon.,4,4,4,Cresselia,188.7,34.0,9194,16,cresselia,https://scrapeme.live/shop/Cresselia/
colossal,There is an enduring legend that states this Pokémon towed continents with ropes.,,,,Regigigas,925.9,77.0,7091,226,colossal,https://scrapeme.live/shop/Regigigas/
lava dome,"Boiling blood, like magma, circulates through its body. It makes its dwelling place in volcanic caves.",5,5,5,Heatran,948.0,142.0,3485,120,flash fire,https://scrapeme.live/shop/Heatran/
pokemon,It can stop its opponents’ movements with just a glare. It takes in solar energy and boosts it internally.,,,,Serperior,138.9,88.0,8781,164,overgrow,https://scrapeme.live/shop/Serperior/
grass snake,"When it gets dirty, its leaves can’t be used in photosynthesis, so it always keeps itself clean.",2,2,2,Servine,35.3,154.0,3149,82,grass snake,https://scrapeme.live/shop/Servine/
grass snake,"They photosynthesize by bathing their tails in sunlight. When they are not feeling well, their tails droop.",2,2,2,Snivy,17.9,102.0,6745,47,grass snake,https://scrapeme.live/shop/Snivy/
pokemon,"When it shares the infinite energy it creates, that being’s entire body will be overflowing with power.",1,1,1,Victini,8.8,109.0,1260,174,victini,https://scrapeme.live/shop/Victini/
alpha,It is told in mythology that this Pokémon was born before the universe even existed.,,,,Arceus,705.5,53.0,1626,72,alpha,https://scrapeme.live/shop/Arceus/
pitch-black,It can lull people to sleep and make them dream. It is active during nights of the new moon.,4,4,4,Darkrai,111.3,59.0,9841,223,bad dreams,https://scrapeme.live/shop/Darkrai/
pokemon,It has the ability to distort space. It is described as a deity in Sinnoh-region mythology.,,,,Palkia,740.8,151.0,7745,54,palkia,https://scrapeme.live/shop/Palkia/
pokemon,It has the power to control time. It appears in Sinnoh-region myths as an ancient deity.,,,,Dialga,1505.8,179.0,5942,104,dialga,https://scrapeme.live/shop/Dialga/
pokemon,"It is thought that Uxie, Mesprit, and Azelf all came from the same egg.",1,1,1,Azelf,0.7,32.0,2350,233,azelf,https://scrapeme.live/shop/Azelf/
fire pig,"When its internal fire flares up, its movements grow sharper and faster. When in trouble, it emits smoke.",3,3,3,Pignite,122.4,149.0,5631,151,blaze,https://scrapeme.live/shop/Pignite/
fire pig,"It loves to eat roasted berries, but sometimes it gets too excited and burns them to a crisp.",1,1,1,Tepig,21.8,195.0,3764,66,blaze,https://scrapeme.live/shop/Tepig/
lookout,"When they see an enemy, their tails stand high, and they spit the seeds of berries stored in their cheek pouches.",3,3,3,Watchog,59.5,141.0,1555,294,keen eye,https://scrapeme.live/shop/Watchog/
pokemon,"Though it is a very brave Pokémon, it’s also smart enough to check its foe’s strength and avoid battle.",1,1,1,Lillipup,9.0,28.0,9237,29,lillipup,https://scrapeme.live/shop/Lillipup/
pokemon,"Extremely cautious, one of them will always be on the lookout, but it won’t notice a foe coming from behind.",1,1,1,Patrat,25.6,116.0,2903,294,keen eye,https://scrapeme.live/shop/Patrat/
formidable,One swing of the sword incorporated in its armor can fell an opponent. A simple glare from one of them quiets everybody.,4,4,4,Samurott,208.6,106.0,7758,279,formidable,https://scrapeme.live/shop/Samurott/
discipline,"As a result of strict training, each Dewott learns different forms for using the scalchops.",2,2,2,Dewott,54.0,57.0,9988,141,dewott,https://scrapeme.live/shop/Dewott/
high temp,This Pokémon lives in caves in volcanoes. The fire within the tuft on its head can reach 600 degrees Fahrenheit.,2,2,2,Pansear,24.3,194.0,1740,247,gluttony,https://scrapeme.live/shop/Pansear/
pokemon,"Ill tempered, it fights by swinging its barbed tail around wildly. The leaf growing on its head is very bitter.",3,3,3,Simisage,67.2,98.0,5701,286,gluttony,https://scrapeme.live/shop/Simisage/
grass monkey,It’s good at finding berries and gathers them from all over. It’s kind enough to share them with friends.,2,2,2,Pansage,23.1,197.0,6206,195,gluttony,https://scrapeme.live/shop/Pansage/
cruel,"Stealthily, it sneaks up on its target, striking from behind before its victim has a chance to react.",3,3,3,Liepard,82.7,104.0,5653,32,cruel,https://scrapeme.live/shop/Liepard/
devious,"They steal from people for fun, but their victims can’t help but forgive them. Their deceptively cute act is perfect.",1,1,1,Purrloin,22.3,167.0,5704,270,devious,https://scrapeme.live/shop/Purrloin/
big-hearted,Being wrapped in its long fur is so comfortable that a person would be fine even overnight on a wintry mountain.,3,3,3,Stoutland,134.5,37.0,6800,80,big-hearted,https://scrapeme.live/shop/Stoutland/
loyal dog,"It has black, cape-like fur that is very hard and decreases the amount of damage it receives.",2,2,2,Herdier,32.4,164.0,9141,227,herdier,https://scrapeme.live/shop/Herdier/
pokemon,"It fights using the scalchop on its stomach. In response to an attack, it retaliates immediately by slashing.",1,1,1,Oshawott,13.0,194.0,5544,157,oshawott,https://scrapeme.live/shop/Oshawott/
mega fire pig,It has mastered fast and powerful fighting moves. It grows a beard of fire.,5,5,5,Emboar,330.7,32.0,1657,258,blaze,https://scrapeme.live/shop/Emboar/
drowsing,The dream mist coming from its forehead changes into many different colors depending on the dream that was eaten.,3,3,3,Musharna,133.4,58.0,1769,98,drowsing,https://scrapeme.live/shop/Musharna/
dream eater,"It eats the dreams of people and Pokémon. When it eats a pleasant dream, it expels pink-colored mist.",2,2,2,Munna,51.4,172.0,1674,278,dream eater,https://scrapeme.live/shop/Munna/
geyser,"It prefers places with clean water. When its tuft runs low, it replenishes it by siphoning up water with its tail.",3,3,3,Simipour,63.9,61.0,9367,101,geyser,https://scrapeme.live/shop/Simipour/
pokemon,The water stored inside the tuft on its head is full of nutrients. Plants that receive its water grow large.,2,2,2,Panpour,29.8,52.0,4106,271,gluttony,https://scrapeme.live/shop/Panpour/
ember,"When it gets excited, embers rise from its head and tail and it gets hot. For some reason, it loves sweets.",3,3,3,Simisear,61.7,38.0,5199,140,ember,https://scrapeme.live/shop/Simisear/
pokemon,"More than 300 feet below the surface, they build mazelike nests. Their activity can be destructive to subway tunnels.",2,2,2,Excadrill,89.1,36.0,7949,49,excadrill,https://scrapeme.live/shop/Excadrill/
mole,"By spinning its body, it can dig straight through the ground at a speed of 30 mph.",1,1,1,Drilbur,18.7,132.0,4925,171,drilbur,https://scrapeme.live/shop/Drilbur/
courting,Anyone who comes into contact with the ultrasonic waves emitted by a courting male experiences a positive mood shift.,2,2,2,Swoobat,23.1,49.0,6207,109,courting,https://scrapeme.live/shop/Swoobat/
bat,The heart-shaped mark left on a body after a Woobat has been attached to it is said to bring good fortune.,1,1,1,Woobat,4.6,27.0,5333,289,bat,https://scrapeme.live/shop/Woobat/
compressed,Compressing the energy from its internal core lets it fire off an attack capable of blowing away a mountain.,5,5,5,Gigalith,573.2,67.0,7277,18,compressed,https://scrapeme.live/shop/Gigalith/
ore,"When it is healthy, its core sticks out. Always facing the same way, it swiftly moves front to back and left to right.",2,2,2,Boldore,224.9,76.0,1970,278,boldore,https://scrapeme.live/shop/Boldore/
